set,kind,market_id,title,prefilter,prefilter_family,market_slug,event_slug,event_title
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe9187612b8404697d93c59f837ccffae848d317a159168c9e3cbb36be1078d6c,"Will ""Masters of the Universe"" Opening Weekend Box Office be between 27m and 30m?",EXCLUDE,entertainment,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd75c7bd6f6312553594dc438312fa996198eae0fe088639f83625f1bd12f015e,Will the highest temperature in Denver be between 80-81°F on March 30?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbb1fe5c8e76b053d726f701dc67f3c7a3d663cb32f8673c662aea97f82e80faf,Will Apple (AAPL) close above $250 end of November?,EXCLUDE,stocks,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x503a52234c5bc8af66f9a2d23f5344fb8481b6acd70af056eeba4de0e65a032f,Will the highest temperature in Chengdu be 41°C or higher on July 15?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb835cdbf040c3fdbc40e76ecd7ea882d9604c8f85a97551cd363af6d2072e1d6,Will Reilly Opelka win the 2025 ATP Washington tournament?,EXCLUDE,sports_league,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbb1b22d0b69f279500aee88af91e477e5291d660d1553f4c8bd861e15f5f2344,"Bitcoin Up or Down - June 29, 12:30AM-12:35AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x49e2b17931f6db3f97fbb23a7c406b21c7f3f76eb6679d805130177c2a1297de,Will US Catanzaro 1929 win on 2026-02-21?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4dedb63e2dc4a8ebfaf42ba9bfff282ceefb9ea77b78d36e20b303709947ddbc,Will the highest temperature in Taipei be 38°C on August 10?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe14634af3fafa0aa3da5ffe0bdd2d3a88840198c2e184996d5297603e1b2721f,"Will the price of Ethereum be greater than $4,900 on September 27?",EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x60aeb88e5c809e7dc4ab9432b82ced16e12da0561ba2d0650fea6d9351b0b952,Will the highest temperature in Istanbul be 28°C on July 28?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4a994708612dfd7d2b5bc9f43b3a03677decbaf124109dda2dc1a57b37d5f8b1,"Bitcoin Up or Down - June 25, 4:45PM-5:00PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x587f39c7d20dd258c29f8f69117debd1eda05efbcca507884f7373c4bfd30e32,"XRP Up or Down - August 10, 1:45AM-2:00AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb52ef9d06acbedbdaed92438002b806671a18d25edc5672d1d8bf4ebbd555ff0,"Will Bitcoin dip to $76,000 on May 6?",EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbb17790ae87235f0a56886882e289779964822ec2a6b065af1b32216f6f6e4c8,Will CA Vélez Sarsfield win on 2025-11-16?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xffc2ac7a25fe947df9ee8317454932118e62deec40a4190c89c7b7e81a73e254,"Ethereum Up or Down - February 13, 1:00PM-1:15PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x06370f7cbdb288f2b1b4966bc6e61fbb05ca718814e902e96fac971478618466,Will the price of XRP be above $1.40 on May 21?,EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8b7b0e401a01c77128caa8f68bdb4319d1efe9307b8beef198f8489692c18632,"Ethereum Up or Down - June 5, 1:30PM-1:35PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb2a6e551c4d28bb73a17a5489b741b2862e1b8ab1edfe920da8cd13d109b97e8,"Ethereum Up or Down - January 22, 4:30PM-4:45PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa141140dfa9f0b32ac31f0c71d63b4352bb40c9610c66b7ac546e3c9db52302e,"XRP Up or Down - May 9, 2:15PM-2:20PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x28943c878f48c78e53ddafaad600a0e21b7446d11f9f1c6197e96c6eb38e0759,"Bitcoin Up or Down - May 1, 4:45PM-4:50PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xafca8a03022267788ca43d30082a2765087ae7e1537a791f2263bb5c66c2ca97,Pisa SC vs. US Cremonese: Both Teams to Score,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb6c9a6be9d879215d3b03211fac38bea41c51c9e542e02a8c3cf68ef8fcb084a,Spread: Minnesota Twins (-1.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x65eaa91e38caaf83f750b0fb81ca2677898fb65963e2a7f00ca43ddb7222f3b6,Spread: SSC Napoli (-1.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x749ebfa6d85539c6d4995977bfc3d6d242700c371b21bf79e9fbbb2dc0482390,"Bitcoin Up or Down - August 25, 5:00AM-5:15AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x6380fb8883153e05eaef37fadd4753fe426b97aab8f908f5febefef767546c45,"Bitcoin Up or Down - May 27, 9:40PM-9:45PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa9e75f25ab608511cfb9b35703deb48e073c10ad32caa4cb2005bf5323ef6319,"Bitcoin Up or Down - January 22, 4:45PM-5:00PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4d57b2390ed2f8cf8bd71bdf7fa59651aee11acd6f3dd2356c513ea32933d377,"Bitcoin Up or Down - August 28, 10AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xc1aa7934b02b54acc2369dad2b7339200f19bc0e57e83461acb7cbdf1faff249,Will Maldon & Tiptree FC win on 2025-10-11?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa07f08fe5fc0b3bc6a10d848277f117531e3f3a52f196ba106ba21186c561300,"Ethereum Up or Down - July 4, 1:50PM-1:55PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x2bd86ac82a383263e657c7012e01f3281e63f86e3e685a8eb3bdb916b20de35e,Will Czechia win on 2026-05-31?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5d81569d2f16257b97007e3823195761956f7a7ae98adf69841e6667aed1cc3f,"Ethereum Up or Down - May 14, 8:10AM-8:15AM ET",EXCLUDE,crypto_updown,,,
