set,kind,market_id,title,prefilter,prefilter_family,market_slug,event_slug,event_title,label,subtype,borderline,reason
a,template-bucket (Unknown & prefilter=EXCLUDE),0x28cb7aae446023d54fe25f7b0d337b8a443348c97ac3a124dad5686083120196,Will the highest temperature in Seoul be 25°C on July 6?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf89968000e81d344b710193fa1c18d7f79c6d04ad06278c21c0814c39ac7ef79,"Hyperliquid Up or Down - June 26, 2:25AM-2:30AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x14cd9bd6964bbde16cac438655b69776eeb611ad8206b6aff4f76b84204cd410,Medvedev vs. Tsitsipas: Match O/U 22.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xac063016c9ec3b5d32147ca2d8b6e69faa25b8443711a19d8cabbb1b99bba9fd,"Ethereum Up or Down - January 11, 8:15AM-8:30AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf717e93e6022aa7635667a19a5a517a941f622817d55412435b6186d133339a6,"Dogecoin Up or Down - May 23, 6:15AM-6:20AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x7f9cec2134df50d4889d45bec7be22029c1f764a622d45e72632719c8549adf5,Will the lowest temperature in Seoul be 15°C on June 13?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x139785824ad615dea6cf1e36952bf70091f01966d6ad3fcbaccebc1903314cd0,"Ethereum Up or Down - April 24, 4:30PM-4:45PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcff39b7864055fbec2c3392bfbc113274cfcf3446a69b49294d23467257f70dd,Texas Rangers vs. Houston Astros: O/U 9.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x50940645bbc13d2427cc8dfad75bcbfdc3239cf681a1d0f6ae0a43af0299b0d3,Will the highest temperature in Munich be 17°C on April 10?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x07b238a57b0227be4381c33d801a72be6351309d70f52f27a1c282aaed40ffa4,Auburn Tigers vs. Arkansas Razorbacks: O/U 165.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x03719576ca7cdb7a66d8c7b29873271cd10e0153f6f244078c1960d72593605c,Will the highest temperature in Milan be 34°C on July 29?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8f49d573e6b04d979eb2af0eab181fe4d4678549a34a78e3c9856618d378ad74,"Solana Up or Down - May 15, 1:10PM-1:15PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xba6ba97e72df8051075eca9f73692d32804222a7fc28fab3081fd4a2c6118747,Will the lowest temperature in Paris be 21°C on June 18?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x13b8fc581c7c69f88fd6ef84473cca261c051698bc901358e0877400c1a8fc4b,Will Ventforet Kōfu win on 2025-11-02?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5392a76f9c4a63f567de96f40d8bcf737fdc3dfbf4a10301ee99fb8109cdd995,Will Meta (META) finish week of May 25 above $580?,EXCLUDE,stocks,,,,NotRelevant,,0,deterministic template negative (stocks) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf1c7a1d3dbf729717ebdfac7781cacb1e0f330a1b7d5be68945815880432189c,"Bitcoin Up or Down - April 17, 11:40PM-11:45PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa35c615026696edfe3b274b3c52019a261f2e128e84ad2391ca718e0b293925c,"Bitcoin Up or Down - May 28, 2:25AM-2:30AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xfeb505e5d05eee7f66c12067a854987860f8d41e8a41ab182e6c75ac5bddbb9d,"Bitcoin Up or Down - May 3, 11:10AM-11:15AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x089f21519d4559f82a84edfa10de4b5374eaad53f90180c7c259950335b6435f,Henan FC vs. Shanghai Haigang FC: O/U 4.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x162b060f2f39e805083d4a7504a20169e683b597708f07731b8c2fa0aee5489c,Boston Red Sox vs. Toronto Blue Jays: O/U 7.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xca6454faf58b842770220ded8fbe97853f189ce8a9d2eb5de5e135985fb16e3e,"Bitcoin Up or Down - May 1, 2:05PM-2:10PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb0044db6d7fd011597008cc5371a2e70bf289e53a23944f952d3da2478cbc1b2,Will the highest temperature in San Francisco be between 64-65°F on April 26?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x274a867ec00b433be3f020e0266bd3a077468200d0647fb6c918ea247912744c,"Bitcoin Up or Down - May 22, 6:15PM-6:30PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x087dee470cc0349155f81145b8fdb1b79521149561f4e064d7d4207dc126889a,"Solana Up or Down - August 9, 4:25PM-4:30PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb7ba1085694b6b709bcc8d16d9cdef91391005ded20294741a711effb7857dc9,Will the highest temperature in London be 29°C on July 15?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x64a927a74fc2aecca10050901944f0e05abe6be388af55d19f8ca20489cfacf7,"Ethereum Up or Down - June 13, 1:40AM-1:45AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x97cb8d0ec08475ba061b03c5656399a870abb70e5415b43be0fca18521d5ddc3,"Bitcoin Up or Down - May 18, 7:10AM-7:15AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcc3378166b8779770e89965dac1d38209bb6ec6286f7886448fffef70aa79690,"Ethereum Up or Down - May 10, 8:15AM-8:20AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xdafbcc16a9b95ded2b2460ef1cc4e4fe5c8290ef2e26c2b9dd7148c7a497a322,Will the highest temperature in Tokyo be 24°C on June 22?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf2e1be409f57c8bd271b2cf8299c840d07431a6ceff1aab357a921013257f9ee,"Dogecoin Up or Down - May 18, 7:00AM-7:05AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbc9c9c61afbd957e9de36b50b4fc70941ed02d929cabed76105ad70f00020f71,Will the highest temperature in Cape Town be 22°C on May 2?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xce146183b34753d73679aacecdaf86782452d6435d24cfbaa0667571959fd1d4,Counter-Strike: HOTU vs INOX Division (BO3) - CCT Europe Series 1 Playoffs,EXCLUDE,esports,,,,NotRelevant,,0,deterministic template negative (esports) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x802ab6a9b660a104d3b2310db6e113620ec9161f024b0152075409977155a271,Counter-Strike: ODDIK vs Procyon Gaming - Map 1 Winner,EXCLUDE,sports_set_map,,,,NotRelevant,,0,deterministic template negative (sports_set_map) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x84b1b170c6d1573716f998678663dd560ea327b1934ac0cee093835ebff62dbe,"XRP Up or Down - December 6, 12:30AM-12:45AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x30fa0d5aaea0a17130c2e259d15d04677878b19915266515b994bce632bd37e1,Will AD Municipal Pérez Zeledón win on 2026-08-03?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8b8039f400c82623895dd4f97ba851f2e093b4e934ff27a9206ea3a92e02a141,Houston Astros vs. San Francisco Giants: O/U 5.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5315bca0b6be88658676b82c21019d7fefc8a4a0bf9a8d48ca612119d703b386,O/U 54.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe9187612b8404697d93c59f837ccffae848d317a159168c9e3cbb36be1078d6c,"Will ""Masters of the Universe"" Opening Weekend Box Office be between 27m and 30m?",EXCLUDE,entertainment,,,,NotRelevant,,0,deterministic template negative (entertainment) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd75c7bd6f6312553594dc438312fa996198eae0fe088639f83625f1bd12f015e,Will the highest temperature in Denver be between 80-81°F on March 30?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbb1fe5c8e76b053d726f701dc67f3c7a3d663cb32f8673c662aea97f82e80faf,Will Apple (AAPL) close above $250 end of November?,EXCLUDE,stocks,,,,NotRelevant,,0,deterministic template negative (stocks) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x503a52234c5bc8af66f9a2d23f5344fb8481b6acd70af056eeba4de0e65a032f,Will the highest temperature in Chengdu be 41°C or higher on July 15?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb835cdbf040c3fdbc40e76ecd7ea882d9604c8f85a97551cd363af6d2072e1d6,Will Reilly Opelka win the 2025 ATP Washington tournament?,EXCLUDE,sports_league,,,,NotRelevant,,0,deterministic template negative (sports_league) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbb1b22d0b69f279500aee88af91e477e5291d660d1553f4c8bd861e15f5f2344,"Bitcoin Up or Down - June 29, 12:30AM-12:35AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x49e2b17931f6db3f97fbb23a7c406b21c7f3f76eb6679d805130177c2a1297de,Will US Catanzaro 1929 win on 2026-02-21?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4dedb63e2dc4a8ebfaf42ba9bfff282ceefb9ea77b78d36e20b303709947ddbc,Will the highest temperature in Taipei be 38°C on August 10?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe14634af3fafa0aa3da5ffe0bdd2d3a88840198c2e184996d5297603e1b2721f,"Will the price of Ethereum be greater than $4,900 on September 27?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x60aeb88e5c809e7dc4ab9432b82ced16e12da0561ba2d0650fea6d9351b0b952,Will the highest temperature in Istanbul be 28°C on July 28?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4a994708612dfd7d2b5bc9f43b3a03677decbaf124109dda2dc1a57b37d5f8b1,"Bitcoin Up or Down - June 25, 4:45PM-5:00PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x587f39c7d20dd258c29f8f69117debd1eda05efbcca507884f7373c4bfd30e32,"XRP Up or Down - August 10, 1:45AM-2:00AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb52ef9d06acbedbdaed92438002b806671a18d25edc5672d1d8bf4ebbd555ff0,"Will Bitcoin dip to $76,000 on May 6?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbb17790ae87235f0a56886882e289779964822ec2a6b065af1b32216f6f6e4c8,Will CA Vélez Sarsfield win on 2025-11-16?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xffc2ac7a25fe947df9ee8317454932118e62deec40a4190c89c7b7e81a73e254,"Ethereum Up or Down - February 13, 1:00PM-1:15PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x06370f7cbdb288f2b1b4966bc6e61fbb05ca718814e902e96fac971478618466,Will the price of XRP be above $1.40 on May 21?,EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8b7b0e401a01c77128caa8f68bdb4319d1efe9307b8beef198f8489692c18632,"Ethereum Up or Down - June 5, 1:30PM-1:35PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb2a6e551c4d28bb73a17a5489b741b2862e1b8ab1edfe920da8cd13d109b97e8,"Ethereum Up or Down - January 22, 4:30PM-4:45PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa141140dfa9f0b32ac31f0c71d63b4352bb40c9610c66b7ac546e3c9db52302e,"XRP Up or Down - May 9, 2:15PM-2:20PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x28943c878f48c78e53ddafaad600a0e21b7446d11f9f1c6197e96c6eb38e0759,"Bitcoin Up or Down - May 1, 4:45PM-4:50PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xafca8a03022267788ca43d30082a2765087ae7e1537a791f2263bb5c66c2ca97,Pisa SC vs. US Cremonese: Both Teams to Score,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb6c9a6be9d879215d3b03211fac38bea41c51c9e542e02a8c3cf68ef8fcb084a,Spread: Minnesota Twins (-1.5),EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x65eaa91e38caaf83f750b0fb81ca2677898fb65963e2a7f00ca43ddb7222f3b6,Spread: SSC Napoli (-1.5),EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x749ebfa6d85539c6d4995977bfc3d6d242700c371b21bf79e9fbbb2dc0482390,"Bitcoin Up or Down - August 25, 5:00AM-5:15AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x6380fb8883153e05eaef37fadd4753fe426b97aab8f908f5febefef767546c45,"Bitcoin Up or Down - May 27, 9:40PM-9:45PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa9e75f25ab608511cfb9b35703deb48e073c10ad32caa4cb2005bf5323ef6319,"Bitcoin Up or Down - January 22, 4:45PM-5:00PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4d57b2390ed2f8cf8bd71bdf7fa59651aee11acd6f3dd2356c513ea32933d377,"Bitcoin Up or Down - August 28, 10AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xc1aa7934b02b54acc2369dad2b7339200f19bc0e57e83461acb7cbdf1faff249,Will Maldon & Tiptree FC win on 2025-10-11?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa07f08fe5fc0b3bc6a10d848277f117531e3f3a52f196ba106ba21186c561300,"Ethereum Up or Down - July 4, 1:50PM-1:55PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x2bd86ac82a383263e657c7012e01f3281e63f86e3e685a8eb3bdb916b20de35e,Will Czechia win on 2026-05-31?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5d81569d2f16257b97007e3823195761956f7a7ae98adf69841e6667aed1cc3f,"Ethereum Up or Down - May 14, 8:10AM-8:15AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0xc09bf910db8c1f782fffefe7e9136fdf350cadd662eb411ffa4a37b29dc71e2e,Solana Up or Down on November 9?,EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x0396460f160f943bef31513937fcbe015c0000000000000000000000000000,BK Hacken vs. AIK: O/U 3.5 AND Randers FC vs. Silkeborg IF: O/U 2.5 AND Rosenborg BK vs. Fredrikstad FK: O/U 2.5 AND Stabaek IF vs. Hoedd IL: O/U 3.5 AND Osters IF vs. Varbergs BoIS: O/U 3.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0xd48c6da4cd9c9aef1fc06ce73a8520846da8ace61882cd9fbf42edb398a68705,"Will the price of Bitcoin be above $109,500 on September 6 at 4PM ET?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0xe1f82b96a406e62408361a173373535ae6197a17c6b7f4b35c286c59517c3913,"Solana Up or Down - November 25, 5:00PM-5:15PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x7df307fb4bcce31ce87731681b60494f81053971355b5637b1b9d8ee4418841b,"Ethereum Up or Down - January 22, 4PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x762b68ac84c981c949476d72582ac220582acb20fc46c36226088d1144abe6a0,"XRP Up or Down - November 13, 11:30PM-11:45PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0xfb88e8cf4d8a70cc511380de62645bb727dc26478f4104d9123bedd9e9c7855a,"Ethereum Up or Down - February 8, 12PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x8248e97f4905ea83ccf1b45175a7c13dc4bd1be4f2eeb1d116ffae80d78ae689,"Ethereum Up or Down - December 21, 9:00AM-9:15AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x42439a4087dc06ebae8fb3241201c2e324452c5314ad220fa55821a4168ab3a4,"Bitcoin Up or Down - March 29, 9:10PM-9:15PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0xa52b629ba5840973daf4ad6e9d2390dfc6adae70c1600af1ed3543728218070b,"Bitcoin Up or Down - February 21, 7:35PM-7:40PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x88e44cae9372e8e582efd8418b27c88cb38f1c1521cda8c145fda503f8ea6912,Will the highest temperature in Manila be 32°C on May 21?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x6f5e43616a8ab13fdaa6a0358bca71f1dd871771fb4bd2d056587a287241a2a6,Will Manchester United FC vs. Nottingham Forest FC end in a draw?,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x210c19fa32c0c52c020ade213c9a17a7ee3f3a5de41534bb37d174cbde89dedb,Will CF Monterrey win on 2026-03-13?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x99fa88c3201c825db21eb45c0f041a20c9001cf2ce62186793f055cdebf43f93,"Bitcoin Up or Down - June 7, 12:15AM-12:30AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
c,prefilter-exclusions (Unknown & prefilter=EXCLUDE),0x8c0eda9f5a988eb9120533d44018002f473408b7751af897b5b4e24952dde26f,"Bitcoin Up or Down - July 25, 1:50AM-1:55AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks; pre-filter exclusion is correct
